Sale_ID,Date,Store,Product,Units_Sold,Unit_Price,Category,Total_Sale
294,2025-07-09 08:21:59.420075,Buckingham,Rabbit Hutch,6,42.82,Rodent,256.92
295,2025-06-30 08:21:59.420078,Oxford,Aquarium Filter,1,11.54,Fish,11.54
296,2025-06-11 08:21:59.420080,Buckingham,Aquarium Filter,7,23.22,Fish,162.54
297,2025-06-06 08:21:59.420082,Oxford,Flea Shampoo,8,10.77,Dog,86.16
298,2025-06-13 08:21:59.420085,Buckingham,Aquarium Filter,8,36.2,Fish,289.6
299,2025-07-18 08:21:59.420087,Aylesbury,Dog Chew Toy,3,28.15,Dog,84.45
300,2025-07-12 08:21:59.420089,Milton Keynes,Fish Flakes,1,32.85,Fish,32.85
301,2025-05-22 08:21:59.420092,Buckingham,Dog Chew Toy,9,12.22,Dog,109.98
302,2025-07-01 08:21:59.420094,Oxford,Fish Flakes,6,12.94,Fish,77.64
303,2025-06-13 08:21:59.420096,Aylesbury,Cat Litter,9,4.94,Cat,44.46
304,2025-05-26 08:21:59.420099,Buckingham,Fish Flakes,7,18.13,Fish,126.91
305,2025-07-13 08:21:59.420101,Buckingham,Dog Chew Toy,1,29.3,Dog,29.3
306,2025-06-17 08:21:59.420104,Aylesbury,Fish Flakes,1,43.31,Fish,43.31
307,2025-05-26 08:21:59.420106,Buckingham,Cat Litter,6,34.34,Cat,206.04
308,2025-07-18 08:21:59.420109,Milton Keynes,Cat Litter,5,23.45,Cat,117.25
309,2025-07-14 08:21:59.420111,Buckingham,Dry Dog Food,9,47.79,Dog,430.11
310,2025-06-29 08:21:59.420114,Milton Keynes,Fish Flakes,2,36.79,Fish,73.58
311,2025-06-30 08:21:59.420117,Milton Keynes,Flea Shampoo,8,46.71,Dog,373.68
312,2025-06-15 08:21:59.420119,Aylesbury,Hamster Wheel,5,27.79,Rodent,138.95
313,2025-06-19 08:21:59.420122,Buckingham,Wet Cat Food,2,15.16,Cat,30.32
314,2025-06-24 08:21:59.420124,Aylesbury,Cat Litter,6,5.47,Cat,32.82
315,2025-07-05 08:21:59.420127,Buckingham,Bird Seed,8,37.12,Bird,296.96
316,2025-07-11 08:21:59.420129,Buckingham,Hamster Wheel,4,8.69,Rodent,34.76
317,2025-06-07 08:21:59.420132,Oxford,Rabbit Hutch,2,17.22,Rodent,34.44
318,2025-05-24 08:21:59.420134,Buckingham,Fish Flakes,5,28.02,Fish,140.1
319,2025-07-08 08:21:59.420136,Aylesbury,Dog Chew Toy,2,29.52,Dog,59.04
320,2025-05-27 08:21:59.420139,Milton Keynes,Wet Cat Food,2,31.22,Cat,62.44
321,2025-07-09 08:21:59.420141,Buckingham,Bird Seed,6,10.8,Bird,64.8
322,2025-07-06 08:21:59.420144,Oxford,Hamster Wheel,9,20.84,Rodent,187.56
323,2025-06-16 08:21:59.420146,Aylesbury,Fish Flakes,4,32.0,Fish,128.0
324,2025-06-02 08:21:59.420149,Buckingham,Dry Dog Food,6,48.57,Dog,291.42
325,2025-05-30 08:21:59.420151,Aylesbury,Rabbit Hutch,7,37.19,Rodent,260.33
326,2025-06-14 08:21:59.420154,Oxford,Wet Cat Food,6,46.35,Cat,278.1
327,2025-07-11 08:21:59.420156,Oxford,Flea Shampoo,8,38.81,Dog,310.48
328,2025-05-24 08:21:59.420158,Aylesbury,Dry Dog Food,4,30.8,Dog,123.2
329,2025-05-21 08:21:59.420161,Buckingham,Bird Seed,1,12.02,Bird,12.02
330,2025-07-02 08:21:59.420163,Milton Keynes,Wet Cat Food,7,34.32,Cat,240.24
331,2025-07-15 08:21:59.420166,Oxford,Dry Dog Food,3,32.29,Dog,96.87
332,2025-07-18 08:21:59.420168,Buckingham,Rabbit Hutch,6,31.31,Rodent,187.86
333,2025-07-09 08:21:59.420171,Buckingham,Flea Shampoo,2,26.01,Dog,52.02
334,2025-06-20 08:21:59.420173,Milton Keynes,Dry Dog Food,9,27.84,Dog,250.56
335,2025-06-17 08:21:59.420175,Oxford,Aquarium Filter,1,18.71,Fish,18.71
336,2025-06-20 08:21:59.420178,Oxford,Flea Shampoo,6,27.4,Dog,164.4
337,2025-06-29 08:21:59.420180,Buckingham,Bird Seed,6,12.28,Bird,73.68
338,2025-06-24 08:21:59.420183,Buckingham,Rabbit Hutch,5,40.83,Rodent,204.15
339,2025-06-19 08:21:59.420185,Milton Keynes,Fish Flakes,5,11.72,Fish,58.6
340,2025-06-13 08:21:59.420188,Milton Keynes,Dog Chew Toy,1,6.98,Dog,6.98
341,2025-07-18 08:21:59.420190,Oxford,Dog Chew Toy,5,23.49,Dog,117.45
342,2025-06-27 08:21:59.420192,Aylesbury,Dog Chew Toy,2,33.93,Dog,67.86
343,2025-06-04 08:21:59.420195,Oxford,Wet Cat Food,7,23.56,Cat,164.92
344,2025-06-25 08:21:59.420197,Buckingham,Bird Seed,3,16.0,Bird,48.0
345,2025-07-08 08:21:59.420199,Oxford,Rabbit Hutch,4,29.22,Rodent,116.88
346,2025-06-26 08:21:59.420202,Aylesbury,Flea Shampoo,3,19.3,Dog,57.9
347,2025-07-02 08:21:59.420204,Milton Keynes,Wet Cat Food,3,46.83,Cat,140.49
348,2025-07-10 08:21:59.420207,Aylesbury,Bird Seed,4,46.35,Bird,185.4
349,2025-07-18 08:21:59.420209,Aylesbury,Fish Flakes,5,26.6,Fish,133.0
350,2025-05-22 08:21:59.420212,Aylesbury,Aquarium Filter,1,18.4,Fish,18.4
351,2025-06-25 08:21:59.420214,Milton Keynes,Rabbit Hutch,4,37.64,Rodent,150.56
352,2025-05-27 08:21:59.420216,Aylesbury,Dog Chew Toy,8,4.72,Dog,37.76
353,2025-05-21 08:21:59.420219,Aylesbury,Dry Dog Food,7,25.3,Dog,177.1
354,2025-05-23 08:21:59.420222,Aylesbury,Rabbit Hutch,9,18.8,Rodent,169.2
355,2025-05-27 08:21:59.420224,Buckingham,Cat Litter,5,46.26,Cat,231.3
356,2025-06-26 08:21:59.420229,Aylesbury,Bird Seed,4,3.55,Bird,14.2
357,2025-06-08 08:21:59.420231,Milton Keynes,Hamster Wheel,8,28.97,Rodent,231.76
358,2025-06-22 08:21:59.420233,Aylesbury,Fish Flakes,9,37.8,Fish,340.2
359,2025-06-26 08:21:59.420236,Aylesbury,Aquarium Filter,7,25.79,Fish,180.53
360,2025-06-12 08:21:59.420238,Milton Keynes,Fish Flakes,7,7.0,Fish,49.0
361,2025-06-25 08:21:59.420241,Aylesbury,Rabbit Hutch,5,48.7,Rodent,243.5
362,2025-05-26 08:21:59.420243,Milton Keynes,Hamster Wheel,4,27.34,Rodent,109.36
363,2025-06-11 08:21:59.420245,Aylesbury,Cat Litter,1,31.86,Cat,31.86
364,2025-06-28 08:21:59.420248,Milton Keynes,Flea Shampoo,7,14.11,Dog,98.77
365,2025-07-13 08:21:59.420250,Aylesbury,Dry Dog Food,1,25.71,Dog,25.71
366,2025-06-21 08:21:59.420253,Aylesbury,Hamster Wheel,1,23.16,Rodent,23.16
367,2025-05-25 08:21:59.420255,Buckingham,Bird Seed,5,6.51,Bird,32.55
368,2025-06-02 08:21:59.420258,Buckingham,Dog Chew Toy,9,7.98,Dog,71.82
369,2025-05-22 08:21:59.420260,Aylesbury,Cat Litter,6,42.35,Cat,254.1
370,2025-06-04 08:21:59.420263,Aylesbury,Dry Dog Food,3,14.26,Dog,42.78
371,2025-05-26 08:21:59.420265,Oxford,Aquarium Filter,3,12.15,Fish,36.45
372,2025-06-10 08:21:59.420268,Milton Keynes,Dog Chew Toy,7,26.72,Dog,187.04
373,2025-06-25 08:21:59.420270,Oxford,Rabbit Hutch,6,39.12,Rodent,234.72
374,2025-05-19 08:21:59.420272,Buckingham,Hamster Wheel,9,5.9,Rodent,53.1
375,2025-06-05 08:21:59.420275,Buckingham,Dry Dog Food,6,30.1,Dog,180.6
376,2025-07-12 08:21:59.420277,Buckingham,Wet Cat Food,5,8.59,Cat,42.95
377,2025-06-26 08:21:59.420280,Buckingham,Flea Shampoo,7,4.7,Dog,32.9
378,2025-07-08 08:21:59.420283,Aylesbury,Flea Shampoo,1,5.47,Dog,5.47
379,2025-06-23 08:21:59.420285,Buckingham,Cat Litter,7,42.2,Cat,295.4
380,2025-06-08 08:21:59.420288,Aylesbury,Aquarium Filter,3,8.53,Fish,25.59
381,2025-07-07 08:21:59.420290,Aylesbury,Cat Litter,9,5.11,Cat,45.99
382,2025-05-26 08:21:59.420293,Buckingham,Wet Cat Food,6,23.57,Cat,141.42
383,2025-07-03 08:21:59.420295,Buckingham,Bird Seed,9,42.66,Bird,383.94
384,2025-05-24 08:21:59.420297,Milton Keynes,Aquarium Filter,5,15.32,Fish,76.6
385,2025-07-04 08:21:59.420300,Oxford,Fish Flakes,7,22.81,Fish,159.67
386,2025-06-11 08:21:59.420302,Buckingham,Bird Seed,4,4.87,Bird,19.48
387,2025-07-17 08:21:59.420305,Milton Keynes,Aquarium Filter,7,24.1,Fish,168.7
388,2025-07-18 08:21:59.420307,Milton Keynes,Aquarium Filter,1,30.14,Fish,30.14
389,2025-05-26 08:21:59.420310,Oxford,Wet Cat Food,7,29.82,Cat,208.74
390,2025-06-07 08:21:59.420312,Aylesbury,Rabbit Hutch,8,18.61,Rodent,148.88
391,2025-05-21 08:21:59.420315,Buckingham,Wet Cat Food,5,17.82,Cat,89.1
392,2025-07-05 08:21:59.420317,Oxford,Aquarium Filter,2,8.0,Fish,16.0
393,2025-07-09 08:21:59.420319,Buckingham,Dry Dog Food,5,20.23,Dog,101.15
394,2025-05-26 08:21:59.420322,Milton Keynes,Bird Seed,6,7.67,Bird,46.02
395,2025-07-15 08:21:59.420324,Milton Keynes,Wet Cat Food,2,39.02,Cat,78.04
396,2025-07-02 08:21:59.420327,Aylesbury,Rabbit Hutch,6,48.4,Rodent,290.4
397,2025-05-23 08:21:59.420329,Milton Keynes,Hamster Wheel,6,48.58,Rodent,291.48
398,2025-07-09 08:21:59.420333,Milton Keynes,Cat Litter,1,43.65,Cat,43.65
399,2025-05-27 08:21:59.420337,Oxford,Aquarium Filter,1,31.23,Fish,31.23
400,2025-06-22 08:21:59.420341,Buckingham,Fish Flakes,3,35.93,Fish,107.79
401,2025-07-06 08:21:59.420346,Buckingham,Hamster Wheel,3,16.39,Rodent,49.17
402,2025-05-25 08:21:59.420352,Oxford,Flea Shampoo,4,32.64,Dog,130.56
403,2025-05-26 08:21:59.420357,Aylesbury,Dog Chew Toy,2,24.41,Dog,48.82
404,2025-06-17 08:21:59.420360,Buckingham,Rabbit Hutch,9,25.64,Rodent,230.76
405,2025-07-06 08:21:59.420362,Milton Keynes,Fish Flakes,7,38.61,Fish,270.27
406,2025-07-11 08:21:59.420365,Buckingham,Dog Chew Toy,7,16.24,Dog,113.68
407,2025-06-06 08:21:59.420367,Milton Keynes,Rabbit Hutch,6,17.94,Rodent,107.64
408,2025-05-20 08:21:59.420370,Aylesbury,Dry Dog Food,3,46.45,Dog,139.35
409,2025-07-14 08:21:59.420372,Oxford,Cat Litter,6,5.63,Cat,33.78
410,2025-05-19 08:21:59.420375,Buckingham,Hamster Wheel,8,25.81,Rodent,206.48
411,2025-06-19 08:21:59.420377,Oxford,Bird Seed,8,45.89,Bird,367.12
412,2025-06-16 08:21:59.420379,Buckingham,Rabbit Hutch,9,31.68,Rodent,285.12
413,2025-05-25 08:21:59.420382,Milton Keynes,Bird Seed,1,28.67,Bird,28.67
414,2025-06-18 08:21:59.420384,Oxford,Cat Litter,1,14.73,Cat,14.73
415,2025-06-17 08:21:59.420387,Buckingham,Aquarium Filter,3,19.12,Fish,57.36
416,2025-05-22 08:21:59.420389,Milton Keynes,Flea Shampoo,3,43.04,Dog,129.12
417,2025-05-30 08:21:59.420391,Oxford,Hamster Wheel,8,29.27,Rodent,234.16
418,2025-05-20 08:21:59.420394,Oxford,Cat Litter,1,27.18,Cat,27.18
419,2025-06-22 08:21:59.420396,Buckingham,Cat Litter,2,7.67,Cat,15.34
420,2025-06-30 08:21:59.420398,Buckingham,Dry Dog Food,2,3.74,Dog,7.48
421,2025-07-09 08:21:59.420401,Buckingham,Dog Chew Toy,3,48.28,Dog,144.84
422,2025-07-03 08:21:59.420403,Milton Keynes,Flea Shampoo,6,20.71,Dog,124.26
423,2025-07-04 08:21:59.420406,Buckingham,Hamster Wheel,1,31.34,Rodent,31.34
424,2025-06-12 08:21:59.420408,Oxford,Aquarium Filter,2,6.74,Fish,13.48
425,2025-07-14 08:21:59.420410,Oxford,Aquarium Filter,1,35.1,Fish,35.1
426,2025-05-19 08:21:59.420413,Buckingham,Wet Cat Food,5,46.82,Cat,234.1
427,2025-06-12 08:21:59.420415,Buckingham,Cat Litter,7,30.05,Cat,210.35
428,2025-05-23 08:21:59.420418,Aylesbury,Rabbit Hutch,8,8.92,Rodent,71.36
429,2025-05-31 08:21:59.420420,Oxford,Dry Dog Food,1,30.33,Dog,30.33
430,2025-06-18 08:21:59.420422,Milton Keynes,Flea Shampoo,7,39.01,Dog,273.07
431,2025-07-18 08:21:59.420425,Aylesbury,Aquarium Filter,5,22.09,Fish,110.45
432,2025-06-29 08:21:59.420427,Buckingham,Hamster Wheel,1,44.34,Rodent,44.34
433,2025-07-12 08:21:59.420429,Buckingham,Wet Cat Food,3,33.48,Cat,100.44
434,2025-06-03 08:21:59.420432,Oxford,Hamster Wheel,7,45.25,Rodent,316.75
435,2025-07-12 08:21:59.420434,Buckingham,Dry Dog Food,1,32.29,Dog,32.29
436,2025-07-17 08:21:59.420437,Milton Keynes,Rabbit Hutch,7,9.16,Rodent,64.12
437,2025-05-26 08:21:59.420439,Oxford,Wet Cat Food,5,17.55,Cat,87.75
438,2025-06-28 08:21:59.420442,Buckingham,Wet Cat Food,1,12.47,Cat,12.47
439,2025-05-24 08:21:59.420444,Oxford,Dog Chew Toy,1,45.7,Dog,45.7
440,2025-07-17 08:21:59.420446,Buckingham,Flea Shampoo,1,38.73,Dog,38.73
441,2025-07-17 08:21:59.420449,Buckingham,Wet Cat Food,9,34.78,Cat,313.02
442,2025-06-06 08:21:59.420451,Buckingham,Dog Chew Toy,3,17.14,Dog,51.42
443,2025-07-07 08:21:59.420454,Milton Keynes,Dog Chew Toy,5,11.64,Dog,58.2
444,2025-06-15 08:21:59.420456,Milton Keynes,Dry Dog Food,9,38.54,Dog,346.86
445,2025-07-17 08:21:59.420459,Oxford,Bird Seed,6,25.28,Bird,151.68
446,2025-06-18 08:21:59.420461,Buckingham,Hamster Wheel,9,13.6,Rodent,122.4
447,2025-07-11 08:21:59.420463,Buckingham,Rabbit Hutch,8,31.97,Rodent,255.76
448,2025-07-12 08:21:59.420466,Milton Keynes,Fish Flakes,8,4.89,Fish,39.12
449,2025-07-16 08:21:59.420468,Buckingham,Hamster Wheel,1,18.32,Rodent,18.32
450,2025-05-28 08:21:59.420470,Milton Keynes,Wet Cat Food,9,25.01,Cat,225.09
451,2025-07-18 08:21:59.420473,Buckingham,Rabbit Hutch,6,9.94,Rodent,59.64
452,2025-07-18 08:21:59.420475,Oxford,Aquarium Filter,9,49.27,Fish,443.43
453,2025-07-01 08:21:59.420477,Buckingham,Bird Seed,3,12.82,Bird,38.46
454,2025-07-06 08:21:59.420480,Buckingham,Aquarium Filter,3,9.12,Fish,27.36
455,2025-05-28 08:21:59.420482,Aylesbury,Aquarium Filter,6,12.56,Fish,75.36
456,2025-06-04 08:21:59.420485,Milton Keynes,Flea Shampoo,9,39.14,Dog,352.26
457,2025-07-02 08:21:59.420488,Buckingham,Hamster Wheel,7,22.99,Rodent,160.93
458,2025-07-09 08:21:59.420492,Buckingham,Fish Flakes,3,29.56,Fish,88.68
459,2025-06-28 08:21:59.420494,Aylesbury,Dry Dog Food,3,3.98,Dog,11.94
460,2025-06-15 08:21:59.420497,Aylesbury,Fish Flakes,2,4.61,Fish,9.22
461,2025-05-22 08:21:59.420499,Milton Keynes,Aquarium Filter,9,23.94,Fish,215.46
462,2025-05-23 08:21:59.420501,Aylesbury,Wet Cat Food,3,41.37,Cat,124.11
463,2025-06-19 08:21:59.420504,Oxford,Bird Seed,5,44.6,Bird,223.0
464,2025-06-11 08:21:59.420506,Aylesbury,Cat Litter,9,7.07,Cat,63.63
465,2025-06-05 08:21:59.420509,Oxford,Fish Flakes,8,28.29,Fish,226.32
466,2025-05-20 08:21:59.420511,Milton Keynes,Aquarium Filter,2,45.91,Fish,91.82
467,2025-06-14 08:21:59.420514,Milton Keynes,Bird Seed,3,21.22,Bird,63.66
468,2025-07-05 08:21:59.420516,Milton Keynes,Rabbit Hutch,2,41.98,Rodent,83.96
469,2025-05-26 08:21:59.420518,Milton Keynes,Hamster Wheel,8,9.27,Rodent,74.16
470,2025-05-30 08:21:59.420521,Milton Keynes,Dog Chew Toy,6,46.95,Dog,281.7
471,2025-05-23 08:21:59.420524,Oxford,Flea Shampoo,6,38.31,Dog,229.86
472,2025-07-14 08:21:59.420526,Oxford,Bird Seed,9,47.23,Bird,425.07
473,2025-05-27 08:21:59.420529,Milton Keynes,Wet Cat Food,8,34.79,Cat,278.32
474,2025-05-28 08:21:59.420531,Aylesbury,Wet Cat Food,4,20.07,Cat,80.28
475,2025-06-27 08:21:59.420533,Buckingham,Bird Seed,4,47.08,Bird,188.32
476,2025-06-04 08:21:59.420536,Milton Keynes,Wet Cat Food,9,15.94,Cat,143.46
477,2025-05-20 08:21:59.420538,Aylesbury,Hamster Wheel,1,18.6,Rodent,18.6
478,2025-07-16 08:21:59.420541,Buckingham,Wet Cat Food,2,35.93,Cat,71.86
479,2025-06-25 08:21:59.420543,Milton Keynes,Fish Flakes,2,38.96,Fish,77.92
480,2025-07-14 08:21:59.420546,Milton Keynes,Dog Chew Toy,6,46.67,Dog,280.02
481,2025-05-23 08:21:59.420548,Oxford,Wet Cat Food,4,12.62,Cat,50.48
482,2025-06-30 08:21:59.420550,Buckingham,Dog Chew Toy,3,40.5,Dog,121.5
483,2025-06-13 08:21:59.420553,Buckingham,Aquarium Filter,3,37.7,Fish,113.1
484,2025-07-16 08:21:59.420555,Aylesbury,Dry Dog Food,3,5.99,Dog,17.97
485,2025-07-03 08:21:59.420558,Oxford,Hamster Wheel,6,21.19,Rodent,127.14
486,2025-05-29 08:21:59.420560,Oxford,Dry Dog Food,8,16.28,Dog,130.24
487,2025-05-23 08:21:59.420563,Oxford,Aquarium Filter,7,17.3,Fish,121.1
488,2025-06-14 08:21:59.420566,Oxford,Hamster Wheel,4,49.19,Rodent,196.76
489,2025-07-17 08:21:59.420568,Buckingham,Bird Seed,4,33.2,Bird,132.8
490,2025-07-07 08:21:59.420571,Buckingham,Bird Seed,2,36.72,Bird,73.44
491,2025-07-18 08:21:59.420573,Milton Keynes,Dog Chew Toy,1,48.89,Dog,48.89
492,2025-06-05 08:21:59.420575,Milton Keynes,Aquarium Filter,9,20.72,Fish,186.48
493,2025-06-07 08:21:59.420578,Oxford,Dog Chew Toy,2,40.68,Dog,81.36
494,2025-06-28 08:21:59.420581,Oxford,Flea Shampoo,8,23.41,Dog,187.28
495,2025-06-04 08:21:59.420583,Oxford,Wet Cat Food,9,43.86,Cat,394.74
496,2025-05-23 08:21:59.420586,Milton Keynes,Cat Litter,4,11.48,Cat,45.92
497,2025-06-23 08:21:59.420588,Aylesbury,Flea Shampoo,8,47.53,Dog,380.24
498,2025-07-11 08:21:59.420591,Aylesbury,Wet Cat Food,9,13.27,Cat,119.43
499,2025-06-18 08:21:59.420593,Milton Keynes,Hamster Wheel,5,18.32,Rodent,91.6
500,2025-06-29 08:21:59.420595,Milton Keynes,Dog Chew Toy,7,38.53,Dog,269.71
501,2025-06-11 08:21:59.420598,Milton Keynes,Hamster Wheel,4,21.5,Rodent,86.0
502,2025-06-18 08:21:59.420600,Milton Keynes,Hamster Wheel,1,31.58,Rodent,31.58
503,2025-06-17 08:21:59.420603,Milton Keynes,Wet Cat Food,3,23.88,Cat,71.64
504,2025-06-14 08:21:59.420605,Milton Keynes,Aquarium Filter,5,37.88,Fish,189.4
505,2025-05-31 08:21:59.420608,Oxford,Wet Cat Food,3,13.72,Cat,41.16
506,2025-06-18 08:21:59.420610,Oxford,Rabbit Hutch,7,5.74,Rodent,40.18
507,2025-06-23 08:21:59.420612,Oxford,Bird Seed,9,17.09,Bird,153.81
508,2025-06-21 08:21:59.420615,Oxford,Bird Seed,6,25.28,Bird,151.68
509,2025-06-24 08:21:59.420617,Milton Keynes,Flea Shampoo,1,10.89,Dog,10.89
510,2025-05-24 08:21:59.420620,Aylesbury,Bird Seed,7,19.67,Bird,137.69
511,2025-06-01 08:21:59.420622,Buckingham,Wet Cat Food,3,21.79,Cat,65.37
512,2025-06-22 08:21:59.420625,Milton Keynes,Fish Flakes,5,5.69,Fish,28.45
513,2025-06-13 08:21:59.420627,Buckingham,Dog Chew Toy,4,30.41,Dog,121.64
514,2025-06-07 08:21:59.420630,Aylesbury,Wet Cat Food,5,44.55,Cat,222.75
515,2025-07-02 08:21:59.420632,Oxford,Wet Cat Food,5,10.12,Cat,50.6
516,2025-07-03 08:21:59.420634,Aylesbury,Cat Litter,6,31.09,Cat,186.54
517,2025-05-20 08:21:59.420637,Milton Keynes,Dog Chew Toy,6,34.23,Dog,205.38
518,2025-05-19 08:21:59.420639,Oxford,Rabbit Hutch,8,22.7,Rodent,181.6
519,2025-05-29 08:21:59.420642,Milton Keynes,Bird Seed,8,35.94,Bird,287.52
520,2025-07-07 08:21:59.420644,Oxford,Dog Chew Toy,9,22.29,Dog,200.61
521,2025-05-26 08:21:59.420646,Buckingham,Bird Seed,8,26.71,Bird,213.68
522,2025-07-09 08:21:59.420649,Buckingham,Flea Shampoo,2,3.34,Dog,6.68
523,2025-06-29 08:21:59.420651,Buckingham,Dog Chew Toy,1,35.5,Dog,35.5
524,2025-05-20 08:21:59.420654,Aylesbury,Bird Seed,2,34.07,Bird,68.14
525,2025-05-23 08:21:59.420656,Milton Keynes,Rabbit Hutch,2,4.79,Rodent,9.58
526,2025-07-02 08:21:59.420659,Aylesbury,Dry Dog Food,3,20.3,Dog,60.9
527,2025-06-16 08:21:59.420661,Buckingham,Hamster Wheel,7,49.0,Rodent,343.0
528,2025-06-21 08:21:59.420664,Milton Keynes,Hamster Wheel,2,22.76,Rodent,45.52
529,2025-07-18 08:21:59.420666,Buckingham,Rabbit Hutch,1,26.58,Rodent,26.58
530,2025-05-20 08:21:59.420670,Aylesbury,Cat Litter,6,45.76,Cat,274.56
531,2025-06-03 08:21:59.420674,Aylesbury,Dry Dog Food,9,36.7,Dog,330.3
532,2025-07-13 08:21:59.420678,Aylesbury,Flea Shampoo,3,30.35,Dog,91.05
533,2025-07-07 08:21:59.420683,Buckingham,Rabbit Hutch,6,40.49,Rodent,242.94
534,2025-06-29 08:21:59.420687,Milton Keynes,Hamster Wheel,3,43.62,Rodent,130.86
535,2025-06-29 08:21:59.420700,Milton Keynes,Hamster Wheel,1,24.46,Rodent,24.46
536,2025-06-28 08:21:59.420703,Buckingham,Hamster Wheel,5,25.32,Rodent,126.6
537,2025-05-29 08:21:59.420706,Milton Keynes,Aquarium Filter,4,21.13,Fish,84.52
538,2025-06-06 08:21:59.420708,Buckingham,Rabbit Hutch,7,48.43,Rodent,339.01
539,2025-07-18 08:21:59.420710,Milton Keynes,Wet Cat Food,6,35.76,Cat,214.56
540,2025-06-20 08:21:59.420713,Oxford,Flea Shampoo,7,6.9,Dog,48.3
541,2025-06-04 08:21:59.420715,Oxford,Hamster Wheel,5,43.55,Rodent,217.75
542,2025-06-11 08:21:59.420717,Aylesbury,Bird Seed,4,25.58,Bird,102.32
543,2025-05-21 08:21:59.420720,Oxford,Rabbit Hutch,7,6.22,Rodent,43.54
544,2025-05-26 08:21:59.420722,Oxford,Aquarium Filter,7,28.83,Fish,201.81
545,2025-07-09 08:21:59.420725,Oxford,Rabbit Hutch,6,22.6,Rodent,135.6
546,2025-05-19 08:21:59.420727,Buckingham,Flea Shampoo,8,44.24,Dog,353.92
547,2025-06-13 08:21:59.420730,Oxford,Aquarium Filter,4,12.58,Fish,50.32
548,2025-07-02 08:21:59.420732,Oxford,Flea Shampoo,5,41.83,Dog,209.15
549,2025-07-18 08:21:59.420734,Aylesbury,Rabbit Hutch,4,29.2,Rodent,116.8
550,2025-06-18 08:21:59.420737,Oxford,Wet Cat Food,1,5.56,Cat,5.56
551,2025-05-23 08:21:59.420739,Oxford,Flea Shampoo,8,48.67,Dog,389.36
552,2025-07-03 08:21:59.420741,Milton Keynes,Aquarium Filter,1,27.08,Fish,27.08
553,2025-05-19 08:21:59.420744,Aylesbury,Aquarium Filter,5,16.66,Fish,83.3
554,2025-06-02 08:21:59.420746,Aylesbury,Flea Shampoo,6,25.05,Dog,150.3
555,2025-06-26 08:21:59.420748,Aylesbury,Fish Flakes,6,43.31,Fish,259.86
556,2025-07-02 08:21:59.420752,Aylesbury,Rabbit Hutch,5,17.32,Rodent,86.6
557,2025-06-30 08:21:59.420755,Aylesbury,Fish Flakes,3,12.05,Fish,36.15
558,2025-06-14 08:21:59.420757,Aylesbury,Cat Litter,5,9.06,Cat,45.3
559,2025-07-07 08:21:59.420759,Buckingham,Rabbit Hutch,8,16.99,Rodent,135.92
560,2025-05-19 08:21:59.420762,Oxford,Flea Shampoo,2,39.65,Dog,79.3
561,2025-07-16 08:21:59.420764,Aylesbury,Dry Dog Food,6,25.16,Dog,150.96
562,2025-05-24 08:21:59.420766,Oxford,Flea Shampoo,9,13.68,Dog,123.12
563,2025-06-21 08:21:59.420769,Oxford,Fish Flakes,8,10.8,Fish,86.4
564,2025-07-05 08:21:59.420782,Buckingham,Wet Cat Food,8,18.63,Cat,149.04
565,2025-05-29 08:21:59.420784,Aylesbury,Flea Shampoo,8,47.17,Dog,377.36
566,2025-05-28 08:21:59.420787,Milton Keynes,Flea Shampoo,7,19.11,Dog,133.77
567,2025-06-10 08:21:59.420789,Buckingham,Wet Cat Food,8,49.43,Cat,395.44
568,2025-05-26 08:21:59.420793,Milton Keynes,Flea Shampoo,6,25.8,Dog,154.8
569,2025-06-06 08:21:59.420796,Oxford,Hamster Wheel,2,11.41,Rodent,22.82
570,2025-06-02 08:21:59.420798,Oxford,Dry Dog Food,2,44.87,Dog,89.74
571,2025-05-29 08:21:59.420800,Buckingham,Bird Seed,8,24.63,Bird,197.04
572,2025-06-01 08:21:59.420803,Buckingham,Dry Dog Food,1,36.34,Dog,36.34
573,2025-06-03 08:21:59.420806,Milton Keynes,Flea Shampoo,6,49.22,Dog,295.32
574,2025-07-03 08:21:59.420808,Aylesbury,Hamster Wheel,6,5.35,Rodent,32.1
575,2025-05-20 08:21:59.420810,Milton Keynes,Rabbit Hutch,4,7.53,Rodent,30.12
576,2025-05-27 08:21:59.420813,Buckingham,Flea Shampoo,3,36.85,Dog,110.55
577,2025-06-10 08:21:59.420815,Milton Keynes,Fish Flakes,3,16.24,Fish,48.72
578,2025-07-06 08:21:59.420817,Buckingham,Hamster Wheel,1,11.65,Rodent,11.65
579,2025-07-13 08:21:59.420820,Milton Keynes,Wet Cat Food,3,4.84,Cat,14.52
580,2025-06-16 08:21:59.420822,Buckingham,Hamster Wheel,4,4.02,Rodent,16.08
581,2025-05-30 08:21:59.420825,Buckingham,Wet Cat Food,5,39.39,Cat,196.95
582,2025-07-18 08:21:59.420827,Buckingham,Cat Litter,3,9.31,Cat,27.93
583,2025-07-13 08:21:59.420830,Aylesbury,Bird Seed,6,24.97,Bird,149.82
584,2025-06-10 08:21:59.420832,Milton Keynes,Dog Chew Toy,5,31.47,Dog,157.35
585,2025-06-10 08:21:59.420834,Milton Keynes,Hamster Wheel,3,23.12,Rodent,69.36
586,2025-07-03 08:21:59.420837,Milton Keynes,Aquarium Filter,6,4.26,Fish,25.56
